Ticker,Expiration,Spread Type,Short Leg ID,Short Strike,Short Premium,Long Leg ID,Long Strike,Long Premium,Net Credit,Max Loss,Risk:Reward
GDX,2025-12-19,Bull Put Spread,361365,38.0,51.65999984741211,81647,39.0,50.91999816894531,0.74,0.26,2.85
GDX,2025-12-19,Bull Put Spread,361366,39.0,51.65999984741211,81648,40.0,50.91999816894531,0.74,0.26,2.85
GDX,2025-12-19,Bull Put Spread,361367,40.0,51.65999984741211,81649,41.0,50.91999816894531,0.74,0.26,2.85
GDX,2025-12-19,Bull Put Spread,361368,41.0,51.65999984741211,81650,42.0,50.91999816894531,0.74,0.26,2.85
GDX,2025-12-19,Bull Put Spread,361369,42.0,51.65999984741211,81651,43.0,50.91999816894531,0.74,0.26,2.85
GDX,2025-12-19,Bull Put Spread,361370,43.0,51.65999984741211,81652,44.0,50.91999816894531,0.74,0.26,2.85
GDX,2025-12-19,Bull Put Spread,361371,44.0,51.65999984741211,81653,45.0,50.91999816894531,0.74,0.26,2.85
GDX,2025-12-19,Bull Put Spread,361372,45.0,51.65999984741211,81654,46.0,50.91999816894531,0.74,0.26,2.85
GDX,2025-12-19,Bull Put Spread,361373,46.0,51.65999984741211,81655,47.0,50.91999816894531,0.74,0.26,2.85
GDX,2025-12-19,Bull Put Spread,361374,47.0,51.65999984741211,81656,48.0,50.91999816894531,0.74,0.26,2.85
GDX,2025-12-19,Bull Put Spread,361375,48.0,51.65999984741211,81657,49.0,50.91999816894531,0.74,0.26,2.85
GDX,2025-12-19,Bull Put Spread,361376,49.0,51.65999984741211,81658,50.0,50.91999816894531,0.74,0.26,2.85
GDX,2025-12-19,Bull Put Spread,361377,50.0,51.65999984741211,81659,51.0,50.91999816894531,0.74,0.26,2.85
GDX,2025-12-19,Bull Put Spread,361378,51.0,51.65999984741211,81660,52.0,50.91999816894531,0.74,0.26,2.85
GDX,2025-12-19,Bull Put Spread,361379,52.0,51.65999984741211,81661,54.0,50.91999816894531,0.74,1.26,0.59
GDX,2026-01-16,Bear Call Spread,174180,5.0,52.029998779296875,81666,10.0,50.91999816894531,1.11,3.89,0.29
GDX,2026-01-16,Bear Call Spread,174181,10.0,52.029998779296875,81667,15.0,50.91999816894531,1.11,3.89,0.29
GDX,2026-01-16,Bear Call Spread,174182,15.0,52.029998779296875,81668,18.0,50.91999816894531,1.11,1.89,0.59
GDX,2026-01-16,Bear Call Spread,174183,18.0,52.029998779296875,81670,20.0,50.91999816894531,1.11,0.89,1.25
GDX,2026-01-16,Bear Call Spread,361389,20.0,51.65999984741211,81671,21.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361390,21.0,51.65999984741211,81672,22.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361392,23.0,51.65999984741211,81674,24.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361393,24.0,51.65999984741211,81675,25.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361394,25.0,51.65999984741211,81676,26.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361395,26.0,51.65999984741211,81677,27.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361396,27.0,51.65999984741211,81678,28.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361397,28.0,51.65999984741211,81679,29.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361398,29.0,51.65999984741211,81680,30.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361399,30.0,51.65999984741211,81681,31.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361400,31.0,51.65999984741211,81682,32.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361401,32.0,51.65999984741211,81683,33.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361402,33.0,51.65999984741211,81684,34.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361403,34.0,51.65999984741211,81685,35.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361404,35.0,51.65999984741211,81686,36.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361405,36.0,51.65999984741211,81687,37.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361406,37.0,51.65999984741211,81688,38.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361407,38.0,51.65999984741211,81689,39.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361408,39.0,51.65999984741211,81690,40.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361409,40.0,51.65999984741211,81691,41.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361410,41.0,51.65999984741211,81692,42.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361411,42.0,51.65999984741211,81693,43.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361412,43.0,51.65999984741211,81694,44.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361413,44.0,51.65999984741211,81695,45.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361414,45.0,51.65999984741211,81696,46.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361415,46.0,51.65999984741211,81697,47.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361416,47.0,51.65999984741211,81698,48.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361417,48.0,51.65999984741211,81699,49.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361418,49.0,51.65999984741211,81700,50.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361419,50.0,51.65999984741211,81701,51.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361420,51.0,51.65999984741211,81702,52.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361421,52.0,51.65999984741211,81703,53.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361422,53.0,51.65999984741211,81704,54.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361423,54.0,51.65999984741211,81705,55.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361424,55.0,51.65999984741211,81706,56.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361427,58.0,51.65999984741211,81708,59.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bear Call Spread,361428,59.0,51.65999984741211,81709,60.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361446,25.0,51.65999984741211,81725,26.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361447,26.0,51.65999984741211,81727,28.0,50.91999816894531,0.74,1.26,0.59
GDX,2026-01-16,Bull Put Spread,361451,30.0,51.65999984741211,81730,31.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361452,31.0,51.65999984741211,81731,32.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361453,32.0,51.65999984741211,81732,33.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361454,33.0,51.65999984741211,81733,34.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361455,34.0,51.65999984741211,267854,35.0,51.209999084472656,0.45,0.55,0.82
GDX,2026-01-16,Bull Put Spread,361456,35.0,51.65999984741211,81735,36.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361459,38.0,51.65999984741211,81738,39.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361461,40.0,51.65999984741211,81740,41.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361462,41.0,51.65999984741211,81741,42.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361463,42.0,51.65999984741211,81742,43.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361464,43.0,51.65999984741211,81743,44.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361465,44.0,51.65999984741211,81744,45.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361466,45.0,51.65999984741211,81745,46.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361467,46.0,51.65999984741211,81746,47.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361468,47.0,51.65999984741211,81747,48.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361469,48.0,51.65999984741211,81748,49.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361470,49.0,51.65999984741211,81749,50.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361471,50.0,51.65999984741211,81750,51.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361474,53.0,51.65999984741211,81751,54.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361475,54.0,51.65999984741211,81752,55.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361476,55.0,51.65999984741211,81753,56.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-01-16,Bull Put Spread,361478,57.0,51.65999984741211,81755,60.0,50.91999816894531,0.74,2.26,0.33
GDX,2026-03-20,Bear Call Spread,174277,31.0,52.029998779296875,81757,33.0,50.91999816894531,1.11,0.89,1.25
GDX,2026-03-20,Bear Call Spread,361486,37.0,51.65999984741211,81762,38.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bear Call Spread,361487,38.0,51.65999984741211,81763,39.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bear Call Spread,361488,39.0,51.65999984741211,81764,40.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bear Call Spread,361489,40.0,51.65999984741211,81765,41.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bear Call Spread,361490,41.0,51.65999984741211,81766,42.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bear Call Spread,361493,44.0,51.65999984741211,81769,45.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bear Call Spread,361494,45.0,51.65999984741211,81770,46.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bear Call Spread,361495,46.0,51.65999984741211,81771,47.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bear Call Spread,361496,47.0,51.65999984741211,81772,48.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bear Call Spread,361497,48.0,51.65999984741211,81773,49.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bear Call Spread,361498,49.0,51.65999984741211,81774,50.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bear Call Spread,361499,50.0,51.65999984741211,81775,51.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bear Call Spread,361500,51.0,51.65999984741211,81776,52.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bear Call Spread,361501,52.0,51.65999984741211,81777,53.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bear Call Spread,361504,55.0,51.65999984741211,81780,56.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bear Call Spread,361506,57.0,51.65999984741211,81782,58.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bear Call Spread,361507,58.0,51.65999984741211,81783,59.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bull Put Spread,361517,38.0,51.65999984741211,81793,40.0,50.91999816894531,0.74,1.26,0.59
GDX,2026-03-20,Bull Put Spread,361518,40.0,51.65999984741211,81794,41.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bull Put Spread,361519,41.0,51.65999984741211,81795,42.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bull Put Spread,361521,43.0,51.65999984741211,81797,44.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bull Put Spread,361522,44.0,51.65999984741211,81798,45.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bull Put Spread,361523,45.0,51.65999984741211,81799,46.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bull Put Spread,361524,46.0,51.65999984741211,81800,47.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bull Put Spread,361525,47.0,51.65999984741211,81801,48.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bull Put Spread,361527,49.0,51.65999984741211,81803,50.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-03-20,Bull Put Spread,361530,52.0,51.65999984741211,81804,55.0,50.91999816894531,0.74,2.26,0.33
GDX,2026-03-20,Bull Put Spread,361531,55.0,51.65999984741211,81805,58.0,50.91999816894531,0.74,2.26,0.33
GDX,2026-03-20,Bull Put Spread,361532,58.0,51.65999984741211,81806,60.0,50.91999816894531,0.74,1.26,0.59
GDX,2026-06-18,Bear Call Spread,174330,15.0,52.029998779296875,81808,18.0,50.91999816894531,1.11,1.89,0.59
GDX,2026-06-18,Bear Call Spread,174331,18.0,52.029998779296875,81809,20.0,50.91999816894531,1.11,0.89,1.25
GDX,2026-06-18,Bear Call Spread,361541,25.0,51.65999984741211,81815,28.0,50.91999816894531,0.74,2.26,0.33
GDX,2026-06-18,Bear Call Spread,361542,28.0,51.65999984741211,81816,30.0,50.91999816894531,0.74,1.26,0.59
GDX,2026-06-18,Bear Call Spread,361543,30.0,51.65999984741211,81817,31.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361544,31.0,51.65999984741211,81818,32.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361548,35.0,51.65999984741211,81822,36.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361549,36.0,51.65999984741211,81823,37.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361550,37.0,51.65999984741211,81824,38.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361551,38.0,51.65999984741211,81825,39.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361552,39.0,51.65999984741211,81826,40.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361553,40.0,51.65999984741211,81827,41.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361554,41.0,51.65999984741211,81828,42.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361555,42.0,51.65999984741211,81829,43.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361556,43.0,51.65999984741211,81830,44.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361557,44.0,51.65999984741211,81831,45.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361558,45.0,51.65999984741211,81832,46.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361559,46.0,51.65999984741211,81833,47.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361560,47.0,51.65999984741211,81834,48.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361561,48.0,51.65999984741211,81835,49.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361562,49.0,51.65999984741211,81836,50.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361563,50.0,51.65999984741211,81837,51.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361564,51.0,51.65999984741211,81838,52.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361568,55.0,51.65999984741211,81842,56.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bear Call Spread,361569,56.0,51.65999984741211,81843,58.0,50.91999816894531,0.74,1.26,0.59
GDX,2026-06-18,Bear Call Spread,361570,58.0,51.65999984741211,81844,60.0,50.91999816894531,0.74,1.26,0.59
GDX,2026-06-18,Bull Put Spread,174379,22.0,52.029998779296875,81858,25.0,50.91999816894531,1.11,1.89,0.59
GDX,2026-06-18,Bull Put Spread,361594,33.0,51.65999984741211,81869,36.0,50.91999816894531,0.74,2.26,0.33
GDX,2026-06-18,Bull Put Spread,361597,36.0,51.65999984741211,81870,37.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bull Put Spread,174395,38.0,52.029998779296875,81874,41.0,50.91999816894531,1.11,1.89,0.59
GDX,2026-06-18,Bull Put Spread,361602,41.0,51.65999984741211,81875,42.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bull Put Spread,361603,42.0,51.65999984741211,81876,43.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bull Put Spread,361604,43.0,51.65999984741211,81877,44.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bull Put Spread,361605,44.0,51.65999984741211,81878,45.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bull Put Spread,361606,45.0,51.65999984741211,81879,46.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bull Put Spread,361607,46.0,51.65999984741211,81880,47.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bull Put Spread,361608,47.0,51.65999984741211,81881,48.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bull Put Spread,361610,49.0,51.65999984741211,81883,50.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-06-18,Bull Put Spread,361611,50.0,51.65999984741211,81884,51.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361615,20.0,51.65999984741211,81888,21.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,174412,21.0,52.029998779296875,81889,24.0,50.91999816894531,1.11,1.89,0.59
GDX,2026-07-17,Bear Call Spread,174414,25.0,52.029998779296875,81891,27.0,50.91999816894531,1.11,0.89,1.25
GDX,2026-07-17,Bear Call Spread,174415,27.0,52.029998779296875,81892,30.0,50.91999816894531,1.11,1.89,0.59
GDX,2026-07-17,Bear Call Spread,361620,30.0,51.65999984741211,81893,31.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361621,31.0,51.65999984741211,81894,32.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361625,35.0,51.65999984741211,81898,36.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361626,36.0,51.65999984741211,81899,37.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361627,37.0,51.65999984741211,81900,38.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361628,38.0,51.65999984741211,81901,39.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361629,39.0,51.65999984741211,81902,40.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361630,40.0,51.65999984741211,81903,41.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361632,42.0,51.65999984741211,81905,43.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361633,43.0,51.65999984741211,81906,44.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361634,44.0,51.65999984741211,81907,45.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361635,45.0,51.65999984741211,81908,46.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361637,47.0,51.65999984741211,81910,48.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361638,48.0,51.65999984741211,81911,49.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361639,49.0,51.65999984741211,81912,50.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361640,50.0,51.65999984741211,81913,51.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361641,51.0,51.65999984741211,81914,52.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361645,55.0,51.65999984741211,81918,56.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bear Call Spread,361648,58.0,51.65999984741211,81921,59.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bull Put Spread,361663,26.0,51.65999984741211,81936,27.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-07-17,Bull Put Spread,361664,27.0,51.65999984741211,81937,29.0,50.91999816894531,0.74,1.26,0.59
GDX,2026-07-17,Bull Put Spread,361669,33.0,51.65999984741211,81943,35.0,50.91999816894531,0.74,1.26,0.59
GDX,2026-07-17,Bull Put Spread,361671,35.0,51.65999984741211,81946,38.0,50.91999816894531,0.74,2.26,0.33
GDX,2026-07-17,Bull Put Spread,174470,38.0,52.029998779296875,81949,41.0,50.91999816894531,1.11,1.89,0.59
GDX,2026-07-17,Bull Put Spread,361680,44.0,51.65999984741211,81953,45.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,174483,5.0,52.029998779296875,81960,10.0,50.91999816894531,1.11,3.89,0.29
GDX,2026-12-18,Bear Call Spread,174484,10.0,52.029998779296875,81961,15.0,50.91999816894531,1.11,3.89,0.29
GDX,2026-12-18,Bear Call Spread,174485,15.0,52.029998779296875,81963,19.0,50.91999816894531,1.11,2.89,0.38
GDX,2026-12-18,Bear Call Spread,361692,20.0,51.65999984741211,81965,21.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361697,25.0,51.65999984741211,81970,26.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361699,27.0,51.65999984741211,81972,28.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361700,28.0,51.65999984741211,81973,29.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361701,29.0,51.65999984741211,81974,30.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361702,30.0,51.65999984741211,81975,31.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361703,31.0,51.65999984741211,81976,32.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361704,32.0,51.65999984741211,81977,33.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361705,33.0,51.65999984741211,81978,34.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361706,34.0,51.65999984741211,81979,35.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361707,35.0,51.65999984741211,81980,36.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361708,36.0,51.65999984741211,81981,37.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361709,37.0,51.65999984741211,81982,38.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361710,38.0,51.65999984741211,81983,39.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361711,39.0,51.65999984741211,81984,40.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361712,40.0,51.65999984741211,81985,41.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361714,42.0,51.65999984741211,81987,43.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361715,43.0,51.65999984741211,81988,44.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361716,44.0,51.65999984741211,81989,45.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361717,45.0,51.65999984741211,81990,46.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361719,47.0,51.65999984741211,81992,48.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361720,48.0,51.65999984741211,81993,49.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361721,49.0,51.65999984741211,81994,50.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,361722,50.0,51.65999984741211,81995,51.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,174520,52.0,52.029998779296875,81996,55.0,50.91999816894531,1.11,1.89,0.59
GDX,2026-12-18,Bear Call Spread,361726,59.0,51.65999984741211,81998,60.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bear Call Spread,174526,80.0,52.029998779296875,82002,85.0,50.91999816894531,1.11,3.89,0.29
GDX,2026-12-18,Bear Call Spread,174527,85.0,52.029998779296875,82003,90.0,50.91999816894531,1.11,3.89,0.29
GDX,2026-12-18,Bull Put Spread,361739,22.0,51.65999984741211,82012,24.0,50.91999816894531,0.74,1.26,0.59
GDX,2026-12-18,Bull Put Spread,361741,24.0,51.65999984741211,82013,25.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bull Put Spread,361742,25.0,51.65999984741211,82015,27.0,50.91999816894531,0.74,1.26,0.59
GDX,2026-12-18,Bull Put Spread,361744,27.0,51.65999984741211,82017,29.0,50.91999816894531,0.74,1.26,0.59
GDX,2026-12-18,Bull Put Spread,361746,29.0,51.65999984741211,82019,31.0,50.91999816894531,0.74,1.26,0.59
GDX,2026-12-18,Bull Put Spread,361748,31.0,51.65999984741211,82020,32.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bull Put Spread,361749,32.0,51.65999984741211,82023,35.0,50.91999816894531,0.74,2.26,0.33
GDX,2026-12-18,Bull Put Spread,361752,35.0,51.65999984741211,82025,37.0,50.91999816894531,0.74,1.26,0.59
GDX,2026-12-18,Bull Put Spread,361754,37.0,51.65999984741211,82027,39.0,50.91999816894531,0.74,1.26,0.59
GDX,2026-12-18,Bull Put Spread,361756,39.0,51.65999984741211,82028,40.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bull Put Spread,361757,40.0,51.65999984741211,82029,41.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bull Put Spread,361758,41.0,51.65999984741211,82030,42.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bull Put Spread,361759,42.0,51.65999984741211,82031,43.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bull Put Spread,361760,43.0,51.65999984741211,82032,44.0,50.91999816894531,0.74,0.26,2.85
GDX,2026-12-18,Bull Put Spread,361762,45.0,51.65999984741211,82034,46.0,50.91999816894531,0.74,0.26,2.85
